# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU06258	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2096832;2096832;2098200;2098200;2098690;2098698	2098144;2098144;2098582;2098582;2099592;2099592	-;-;-;-;-;-	2599	3578	2850	3400	3343	2880	3186	2590	3117	3148	2130	2267	3119	1475	907	928	3465	4388	2786	1656	1927	1454	7895	10176	10122	7839	851	860	1215
NCU06259	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2099779;2100529;2100898;2101220;2102371	2100407;2100836;2101164;2102311;2102769	+;+;+;+;+	2695	6039	5430	5642	5122	4345	4728	3717	4804	4809	3805	4057	4955	2027	1528	1400	5126	5727	3578	1941	2212	1919	10145	12245	12308	10169	1625	1356	1447
NCU06260	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2103616;2103616;2104315;2104315	2104261;2104251;2105650;2105650	+;+;+;+	1982	1712	1429	1501	1420	1265	1414	1857	2290	2376	913	940	1266	758	477	453	1612	1683	1167	571	632	541	3607	4321	4373	3264	480	417	664
NCU06261	CM002238.1;CM002238.1	2105977;2106688	2106458;2107344	-;-	1139	4998	3794	4794	4924	4478	4534	4139	4694	5404	2206	1985	2717	2526	2617	1912	6943	7387	5557	3257	3749	2603	9410	10615	10484	8973	1959	2336	3950
NCU06262	CM002238.1;CM002238.1	2107905;2109917	2109848;2109952	+;+	1980	1913	1449	1726	1741	1493	1569	1782	2116	2112	1036	1103	1366	722	704	549	1527	1744	1134	803	961	705	2479	3102	2922	2531	482	590	750
NCU06263	CM002238.1;CM002238.1	2110132;2114694	2114488;2114752	-;-	4416	97	119	96	116	123	106	72	105	99	69	55	80	32	17	10	49	56	39	29	36	28	69	109	111	79	22	4	34
NCU06264	CM002238.1;CM002238.1	2116850;2120163	2120101;2120498	-;-	3588	1400	1075	1112	1044	1132	1266	951	1367	1185	653	551	841	330	222	232	1264	1150	917	559	623	486	1622	2004	2000	1580	250	155	333
NCU06265	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2120722;2122821;2123387;2123787	2122762;2123323;2123714;2124140	-;-;-;-	3226	18965	10160	16660	17554	16886	16586	20129	24896	24034	14155	13255	18043	5586	3147	2402	18286	20976	13865	10745	11396	9312	29637	34849	36109	29448	4219	3941	5780
NCU10274	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2126140;2126547;2126836;2126988;2127150	2126182;2126588;2126894;2127009;2127451	-;-;-;-;-	468	2	4	4	2	4	7	6	11	0	0	4	10	2	11	14	1	15	3	4	6	5	5	4	5	6	4	10	10
NCU06266	CM002238.1;CM002238.1	2127490;2128969	2128880;2130283	+;+	2706	582	487	492	411	315	372	501	666	570	201	211	300	131	124	87	336	457	258	93	115	130	631	940	907	739	84	99	141
NCU06267	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2128985;2128985;2129815;2131289;2131289	2131141;2129677;2131141;2131578;2131578	-;-;-;-;-	2447	1274	1403	1208	1189	961	1007	1563	1725	1770	791	829	1205	493	303	265	1090	967	735	415	448	441	1336	1600	1580	1133	376	241	262
NCU06268	CM002238.1;CM002238.1;CM002238.1	2131760;2132198;2134437	2132123;2134301;2135074	+;+;+	3106	8879	8382	8330	8950	7515	8014	7330	9328	8752	5450	5266	6880	2978	2545	2085	8635	8773	6249	4145	4824	4129	10957	12784	12834	10778	2228	2015	1884
NCU06269	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2134997;2136605;2136809;2138652	2136524;2136710;2138195;2138862	-;-;-;-	3232	6330	5554	6155	5472	5144	5398	4350	5296	4856	3445	3830	4827	1770	1568	1506	5830	6110	4517	2724	2993	2661	10270	12360	12212	10137	1457	1249	1671
NCU06270	CM002238.1;CM002238.1	2140016;2140525	2140448;2142383	+;+	2292	4887	5001	4979	4924	4632	4795	6049	7510	6843	3204	3022	4125	1559	1701	1179	3787	3871	2966	2182	2737	2273	7063	8200	8117	6973	1079	1189	1329
NCU06271	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2142399;2143197;2143404;2145553	2143078;2143346;2145478;2146052	-;-;-;-	3405	3282	2549	3002	3145	2672	2725	4478	5466	5132	1340	1556	1972	685	538	482	3360	3420	2494	1361	1382	1311	3954	4870	4943	4076	427	547	393
NCU06272	CM002238.1;CM002238.1;CM002238.1	2146807;2147486;2151932	2147427;2151859;2152833	+;+;+	5897	3536	3493	3510	3656	3087	2618	5738	7978	6522	364	384	446	804	884	595	1692	1185	1369	443	688	813	2013	2612	2716	2091	609	582	624
NCU06273	CM002238.1;CM002238.1	2154211;2156164	2156133;2156930	-;-	2690	1894	1647	1653	1544	1215	1274	1406	1674	1300	983	945	1169	734	584	372	1895	2739	1249	553	566	588	4174	4984	5024	4268	484	467	465
NCU14111	CM002238.1;CM002238.1	2158488;2158828	2158767;2159310	+;+	763	14	20	15	25	18	16	14	14	13	4	6	30	4	10	13	33	14	23	10	16	25	22	10	21	17	11	14	9
NCU14112	CM002238.1;CM002238.1	2161849;2162057	2161966;2162500	+;+	562	10	16	7	0	0	1	8	5	8	9	5	16	0	5	10	8	6	3	6	6	8	6	20	10	5	0	0	1
NCU06275	CM002238.1	2165784	2167571	-	1788	3751	3099	3883	2952	2875	2758	3165	4167	4006	1134	1062	1579	1474	1435	974	3681	3763	2917	1555	2110	1435	5575	7091	6899	5503	1291	1294	2782
NCU06276	CM002238.1;CM002238.1	2167963;2170161	2169992;2170977	-;-	2847	1626	1295	1402	1470	1289	1385	947	1118	1065	622	659	693	517	383	199	1500	1492	1081	590	669	586	3008	3538	3546	3003	332	384	342
NCU15228	CM002238.1	2171864	2171945	-	82	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCU06277	CM002238.1;CM002238.1;CM002238.1	2171963;2174527;2174866	2174467;2174791;2175679	-;-;-	3584	7252	5454	5944	4324	4105	4164	4724	5894	5568	1928	1899	2508	2880	1835	1502	4214	4156	2889	1511	1841	1590	8317	10113	9689	8143	1110	1393	2534
NCU06278	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2177702;2177702;2177702;2178788;2178788;2178788;2181659;2181659;2181659;2181774;2181774;2181774;2181942;2181942	2178703;2178703;2178703;2181572;2181572;2181572;2181679;2181679;2181679;2182182;2181882;2181851;2182182;2182182	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4217	3073	3149	3140	3378	2950	3167	1652	2385	2242	1354	1156	1623	1126	871	818	2679	2476	1927	989	1166	1012	3506	4009	3764	3185	1105	697	1029
NCU06279	CM002238.1;CM002238.1;CM002238.1	2182654;2183258;2184379	2183158;2184295;2185249	+;+;+	2414	10939	10049	10670	10159	8596	8870	8800	11111	11143	4372	4295	5762	3514	3008	2611	7388	7473	5548	3798	4770	3759	14894	18286	18240	14822	3019	2811	3116
NCU00003	CM002238.1;CM002238.1;CM002238.1	2239943;2240077;2241471	2240011;2241254;2241684	+;+;+	1461	2407	1234	2035	2058	2027	2294	1752	2187	1905	933	1016	1076	752	461	303	2369	2380	1649	1048	971	1102	3359	4480	4218	3330	289	386	341
NCU00004	CM002238.1;CM002238.1	2242245;2242935	2242867;2244101	+;+	1790	3543	2211	3186	3124	2918	3331	3195	3784	3680	1419	1240	1608	1436	1201	941	2965	3514	2518	1538	1847	1381	5732	7228	6919	5700	939	1039	1732
NCU00005	CM002238.1	2244762	2247195	+	2434	2038	1408	1839	1686	1424	1444	1233	1739	1644	1035	1015	1388	968	416	321	1993	2467	1377	1094	1146	837	3395	4388	4244	3568	568	493	761
NCU16648	CM002238.1	2247190	2248570	-	1381	43	32	21	46	36	52	116	149	128	10	13	8	9	4	14	20	20	8	10	15	4	52	47	65	52	18	2	17
NCU00006	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2249087;2249090;2249887;2249887;2251591;2251591;2251730;2251730;2252492;2252492;2253090	2249821;2249821;2251530;2251530;2251664;2251664;2252227;2251882;2252908;2252973;2254054	-;-;-;-;-;-;-;-;-;-;-	4398	6649	5126	5889	5730	4973	5028	4217	5347	4895	2537	2556	3329	1481	969	962	5683	6247	4333	2864	3264	2534	10535	12477	12368	10552	1126	1046	1382
NCU00007	CM002238.1	2256790	2260238	+	3449	2142	1831	1978	1690	1623	1516	1681	2152	1841	1081	1101	1581	609	368	500	1703	1900	1244	719	714	656	3404	4306	4272	3379	566	417	557
NCU00008	CM002238.1;CM002238.1;CM002238.1	2261281;2262097;2262894	2262018;2262828;2264004	+;+;+	2581	2709	2016	2607	2130	1755	1808	2454	3084	3077	793	905	1032	779	732	520	1712	1721	1271	641	968	646	3237	3849	3851	3259	542	546	730
NCU00009	CM002238.1;CM002238.1	2264746;2265260	2264972;2265323	-;-	291	8	0	1	5	10	0	0	4	0	2	0	0	4	6	2	6	7	10	1	6	2	12	5	6	11	3	0	12
NCU00010	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2266554;2268495;2270751;2271408	2268435;2270668;2271159;2272856	-;-;-;-	5914	8996	7077	7550	7524	6781	7438	3724	4819	3905	4425	4702	5828	2723	1773	1772	7168	7435	5474	2912	3458	2917	10976	13071	12749	10895	1293	1524	2103
NCU00011	CM002238.1;CM002238.1	2274917;2275319	2275157;2275380	-;-	303	10	11	12	14	11	17	9	5	6	14	16	18	18	12	10	10	18	14	6	6	6	23	32	27	28	11	0	34
NCU00013	CM002238.1;CM002238.1	2282649;2283151	2282905;2283238	-;-	345	15	19	8	21	14	18	10	14	12	10	6	9	12	11	16	17	13	20	9	21	10	17	34	19	25	5	16	10
NCU00014	CM002238.1;CM002238.1	2284545;2285106	2285026;2286517	+;+	1894	2310	2021	2160	2028	1905	1972	1623	2072	2037	1302	1321	1865	696	445	472	1801	2027	1258	722	787	756	3810	5251	4987	3746	455	406	385
NCU00015	CM002238.1;CM002238.1	2286326;2287478	2287288;2288146	-;-	1632	2092	2430	1923	2233	2058	2244	1096	1258	1272	1562	1773	2475	1472	1459	794	2126	2280	1652	1048	1190	874	4054	4989	4996	3861	915	1040	2020
NCU00017	CM002238.1;CM002238.1	2296472;2299062	2298933;2299365	-;-	2766	471	414	428	416	384	481	137	176	176	719	787	1095	164	89	102	417	352	252	116	114	102	1028	1181	1117	979	114	114	158
NCU00018	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2306105;2306378;2306683;2306683;2306777;2306777;2306887;2306887;2307203;2307203;2308754;2308754;2309487	2306590;2306590;2306710;2306710;2306832;2306832;2307136;2307136;2308694;2308694;2309410;2309826;2309701	+;+;+;+;+;+;+;+;+;+;+;+;+	3385	38363	31246	37133	35810	32129	33518	30932	38088	36116	25405	25486	35394	14626	10460	8635	37008	38047	27121	17062	18923	16635	70239	87754	87429	69895	11275	8383	11992
NCU00019	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2311586;2312694;2313592;2314721	2312635;2313526;2314602;2315645	-;-;-;-	3819	1508	1440	1370	1167	925	830	1379	1673	1461	589	544	743	401	365	257	946	996	691	196	246	240	2441	3052	2849	2409	241	260	314
NCU00021	CM002238.1;CM002238.1;CM002238.1	2316983;2321240;2321598	2321179;2321403;2322094	-;-;-	4858	4705	4922	4252	5232	4142	4085	8679	12212	10405	1508	1244	1676	1031	1056	835	2304	2064	1953	729	1110	1271	3896	4753	4550	4011	1007	762	1154
NCU00022	CM002238.1	2322491	2326125	+	3635	1003	755	925	817	640	560	679	961	933	393	382	515	204	153	179	744	1043	630	301	315	393	1715	2071	2275	1791	206	158	282
NCU00023	CM002238.1;CM002238.1	2329756;2331299	2331236;2332744	+;+	2927	11461	7691	10764	8565	7691	8235	6589	7798	7709	7295	7538	9406	4489	3089	2510	9516	10938	6961	4208	4891	3694	25679	31824	31579	25464	2370	2727	3851
NCU00024	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2333317;2333317;2333504;2333504;2333852;2334485;2334485	2333445;2333445;2333632;2334301;2334301;2335871;2335871	+;+;+;+;+;+;+	2314	8069	6989	8277	7716	7180	7665	7532	9160	9035	7046	7157	9736	2336	1425	2215	8616	9392	6785	4928	6237	4655	17912	22565	22634	17728	1644	2004	1975
NCU00025	CM002238.1;CM002238.1;CM002238.1	2335819;2336535;2337527	2336460;2337430;2338115	-;-;-	2127	7173	7949	7198	6778	5663	6921	7318	9070	9171	5334	5384	6596	2327	1832	1590	6216	6936	4570	3042	3888	2789	10335	11798	11751	10584	1485	1548	1966
NCU00026	CM002238.1	2338446	2340872	-	2427	3068	1968	3104	2373	2157	2220	2157	2485	2461	1793	1949	2620	1605	918	1040	3832	5211	2720	1147	1341	945	8315	9993	10049	8259	704	1067	1210
NCU00027	CM002238.1	2341059	2343300	+	2242	20	14	8	19	14	4	13	16	12	3	17	19	4	6	7	14	13	12	8	10	6	28	55	55	38	18	7	7
NCU00028	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2341215;2341315;2342056;2342227;2342227;2343204;2343204;2343508;2343508;2343838	2341988;2342148;2342148;2342988;2342988;2343258;2343258;2343603;2343860;2344025	-;-;-;-;-;-;-;-;-;-	2269	2110	1562	1806	2203	1848	1955	1518	1966	1759	373	453	680	553	600	424	1621	1520	1405	1011	955	937	1956	2601	2732	1917	386	437	461
NCU00029	CM002238.1;CM002238.1;CM002238.1	2344043;2345859;2346073	2345775;2345989;2347010	-;-;-	2802	3833	2513	3810	3557	3290	3219	4263	5314	5493	2402	2135	2943	1020	749	721	4114	4255	3027	2031	2400	1879	6537	7940	7993	6804	650	712	809
NCU00030	CM002238.1	2347460	2349182	+	1723	2682	2779	2553	2837	2686	2499	3455	4080	4270	952	1110	1563	1077	1020	854	2146	2131	1955	1474	1936	1525	4366	5411	5240	3993	937	978	973
NCU00031	CM002238.1;CM002238.1;CM002238.1	2349332;2349854;2350435	2349751;2350112;2350549	-;-;-	794	857	1077	627	1372	1247	1343	287	444	357	152	249	371	312	136	227	37	35	36	47	59	47	66	61	86	61	157	145	181
NCU00032	CM002238.1	2351255	2354862	-	3608	2413	2235	2244	1894	1943	1956	1525	1949	1908	2809	2520	3566	744	595	439	1782	1743	1384	1101	1169	893	3602	4618	4414	3591	648	462	695
NCU00033	CM002238.1;CM002238.1	2355176;2355433	2355374;2356222	+;+	989	436	369	341	369	309	369	192	273	282	287	293	440	175	99	85	296	314	254	167	129	150	649	769	828	715	65	100	71
NCU00034	CM002238.1;CM002238.1;CM002238.1	2356311;2356584;2356978	2356607;2357834;2357859	+;+;+	1549	1834	2239	1794	1647	1525	1928	1848	2107	2105	3057	2786	4105	1038	816	717	1629	1766	1273	1158	1459	988	3258	3666	3669	3343	748	642	982
NCU00035	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2357727;2357727;2358409;2358409;2359537;2359537;2359646;2359646;2360146	2358304;2358304;2359447;2359447;2359577;2359577;2360336;2359970;2360336	-;-;-;-;-;-;-;-;-	2349	2493	1848	2324	2779	2609	2519	1876	2183	2256	1342	1325	1706	1012	906	663	2397	2372	1964	1431	1675	1130	4313	5026	5011	4215	695	723	999
NCU00037	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2361684;2361684;2361829;2361829;2362427;2362427;2362598;2362598	2361768;2361768;2362345;2362039;2362542;2362542;2364743;2364743	+;+;+;+;+;+;+;+	2864	1591	1434	1562	1738	1661	1729	1255	1690	1555	683	753	930	490	383	411	1624	1726	1144	744	761	640	2717	3508	3303	2775	329	363	488
NCU00038	CM002238.1;CM002238.1	2365188;2365368	2365242;2366731	-;-	1419	1185	1054	1149	845	601	612	1542	2316	2308	287	251	346	390	316	317	660	829	487	116	179	205	1288	1666	1728	1412	193	309	238
NCU11012	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2367170;2367621;2367976;2368151	2367516;2367902;2368095;2368718	+;+;+;+	1317	4397	3536	4124	3953	3286	3138	6087	7689	7644	1272	1480	1998	1512	1104	1323	3326	3417	2529	839	1166	930	5773	7098	7077	5994	948	1179	1528
NCU00039	CM002238.1;CM002238.1	2368758;2370122	2370049;2371313	-;-	2484	109	82	62	76	79	82	143	156	174	62	61	76	20	27	16	34	30	46	26	31	26	120	126	159	128	13	16	21
NCU00040	CM002238.1;CM002238.1	2373641;2377519	2377286;2377997	-;-	4125	14167	13041	13912	12724	10989	11105	12196	16498	14794	8860	7705	10631	4929	3744	2781	11873	11248	8540	5070	6815	5894	18518	23387	22709	18154	4910	3232	5762
NCU00041	CM002238.1;CM002238.1;CM002238.1	2379374;2379869;2380321	2379553;2380225;2381129	+;+;+	1346	14680	15641	14759	12058	10781	11486	10454	12475	12080	8734	9565	12838	4916	4040	4888	10066	10513	8119	5913	6790	5107	19859	23638	23862	20549	2880	3784	4713
NCU00042	CM002238.1;CM002238.1	2381418;2381920	2381678;2382910	+;+	1252	2118	1936	2053	2016	1894	2161	1602	1699	1629	1094	1276	1743	856	672	868	1846	2130	1443	858	1203	837	4140	5526	5570	4105	489	577	721
NCU00043	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2383779;2385062;2385153;2385533;2386038;2386524	2384972;2385090;2385452;2385934;2386375;2387486	-;-;-;-;-;-	3226	18331	16537	17359	16184	13649	13911	11412	14557	14580	8343	8847	12460	6233	4947	4347	12990	13838	9729	5362	6764	5610	28540	33663	33423	27518	4954	4147	5520
NCU14113	CM002238.1	2390239	2391261	+	1023	451	448	457	471	394	519	141	193	219	432	403	610	831	513	607	403	391	326	151	211	146	383	566	583	480	294	279	651
NCU00045	CM002238.1;CM002238.1	2392332;2393838	2393781;2396619	-;-	4232	891	908	818	716	740	684	570	786	664	458	399	446	173	140	175	648	685	451	318	316	256	1139	1238	1348	980	122	167	129
NCU00046	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2398123;2398123;2401812;2401812;2403125	2401730;2401730;2402931;2402059;2403722	-;-;-;-;-	5326	5677	5123	5337	5091	4427	4774	3442	4540	3876	4061	3911	5052	1869	2000	1624	4327	4502	3192	1816	2172	1991	6432	7536	7479	6446	1596	1366	1845
NCU00047	CM002238.1;CM002238.1	2402848;2403581	2403199;2403756	+;+	528	3	6	1	3	4	3	1	2	4	2	12	14	1	0	0	6	2	6	2	14	0	9	17	11	4	1	1	2
NCU16649	CM002238.1;CM002238.1	2405229;2405804	2405734;2405889	-;-	592	38	18	29	30	27	18	6	18	13	7	13	25	13	8	13	29	25	40	33	49	19	41	57	56	51	12	11	23
NCU00048	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2407638;2407759;2408317;2408485	2407652;2407855;2408400;2408633	+;+;+;+	345	1	0	1	2	1	0	0	1	1	4	1	7	2	0	0	0	0	5	2	3	2	5	3	2	10	0	2	2
NCU00050	CM002238.1;CM002238.1	2413211;2415322	2415217;2415726	-;-	2412	9634	8799	9326	10085	8651	9021	10871	14146	13238	5929	6034	8272	3230	3753	2415	7207	6660	5500	3736	4518	3946	13531	16041	16160	13132	2509	2353	2871
NCU00051	CM002238.1	2416517	2418227	+	1711	2893	2897	2914	2844	2472	2394	3447	4182	3931	1652	1959	2457	1311	1261	1119	2319	2146	1775	1306	1630	1380	4291	5175	4878	4242	706	909	1021
NCU15229	CM002238.1	2418511	2418614	-	104	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0	1	0	2	4
NCU00052	CM002238.1;CM002238.1	2418803;2420723	2420626;2421092	-;-	2194	224	117	124	181	152	204	155	195	201	40	46	68	69	46	31	135	164	110	49	56	55	202	230	183	179	54	21	37
NCU00054	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2447062;2447501;2447770;2448181;2448935;2449193	2447452;2447718;2448121;2448874;2449109;2449468	+;+;+;+;+;+	2106	1034	687	794	703	720	765	451	563	480	516	631	724	227	85	127	1031	1067	782	558	471	590	1044	1231	1238	1022	157	104	80
NCU00055	CM002238.1;CM002238.1	2449482;2450834	2450767;2451411	-;-	1864	853	650	780	879	711	834	445	681	646	903	995	1325	276	187	234	820	895	715	531	657	533	1520	1743	1818	1452	270	215	303
NCU10763	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2453751;2454662;2454935;2455197;2455477;2455880	2454570;2454867;2455130;2455415;2455816;2457316	-;-;-;-;-;-	3218	1414	999	1300	1247	1134	1104	732	890	870	675	670	831	422	394	234	1224	1372	956	694	674	577	2085	2651	2611	2132	308	236	225
NCU00056	CM002238.1;CM002238.1;CM002238.1	2457498;2458144;2458925	2458069;2458866;2459330	+;+;+	1701	2040	2023	2128	2260	1722	2081	1586	2029	2114	1080	1102	1349	1138	906	692	2122	2370	1476	880	1061	836	3610	4381	4655	3548	666	690	768
NCU00057	CM002238.1;CM002238.1	2459710;2460449	2460331;2461691	+;+	1865	2330	2331	2305	2677	2294	2245	2354	3312	3134	1252	1301	1917	915	732	833	2115	2142	1563	1110	1573	1123	2945	3565	3528	3178	555	586	691
NCU16651	CM002238.1;CM002238.1;CM002238.1	2461227;2462064;2462302	2461936;2462236;2462404	-;-;-	986	866	1095	1012	1051	960	926	739	965	949	764	1030	1289	331	348	446	829	811	868	457	621	494	1114	1540	1468	1264	481	360	249
NCU16652	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2462551;2463469;2466339;2466590	2463408;2466266;2466459;2466917	-;-;-;-	4105	7618	7000	7378	7832	6680	7284	6290	8032	7369	4499	4205	5524	1705	1384	1384	7931	8033	5891	3586	4035	3521	10746	12750	12829	10835	1111	1240	1342
NCU00059	CM002238.1;CM002238.1	2467237;2467917	2467858;2470146	+;+	2852	689	587	638	746	750	692	761	1024	1078	114	122	117	206	165	105	385	354	298	244	295	219	630	787	793	669	135	169	191
NCU00060	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2470058;2470058;2470058;2471636;2471636	2471535;2471543;2471847;2471847;2471847	-;-;-;-;-	1790	1926	1439	1750	1506	1289	1251	1450	1793	1804	666	765	1002	800	593	542	1639	1774	1302	645	815	674	3198	3997	3859	2875	513	550	480
NCU00061	CM002238.1	2473451	2475846	+	2396	709	446	640	835	784	674	307	441	423	566	532	665	261	196	263	830	936	600	293	369	338	1106	1229	1182	1038	225	156	206
